Month (YYYY-MM),Total (£),Relevant URLs (space separated)
2013-04,27805428.31,https://datahub.bradford.gov.uk/opendata/payments/aprilpaymentsdata2013v01.csv
2013-05,34744205.84,https://datahub.bradford.gov.uk/opendata/payments/maypaymentsdata2013v01.csv
2013-06,36761203.77,https://datahub.bradford.gov.uk/opendata/payments/junepaymentsdata2013v01.csv
2013-07,29821366.99,https://datahub.bradford.gov.uk/opendata/payments/julypaymentsdata2013v01.csv
2013-08,25988976.55,https://datahub.bradford.gov.uk/opendata/payments/augustpaymentsdata2013v01.csv
2013-09,33159466.71,https://datahub.bradford.gov.uk/opendata/payments/septemberpaymentsdata2013v01.csv
2013-10,35625901.05,https://datahub.bradford.gov.uk/opendata/payments/octoberpaymentsdata2013v01.csv
2013-11,30182814.27,https://datahub.bradford.gov.uk/opendata/payments/novemberpaymentsdata2013v01.csv https://datahub.bradford.gov.uk/opendata/payments/octoberpaymentsdata2013v01.csv
2013-12,36666241.39,https://datahub.bradford.gov.uk/opendata/payments/decemberpaymentsdata2013v01.csv
2014-01,28526021.61,https://datahub.bradford.gov.uk/opendata/payments/januarypaymentsdata2014v01.csv
2014-02,27791548.53,https://datahub.bradford.gov.uk/opendata/payments/februarypaymentsdata2014.csv
2014-03,48557099.96,https://datahub.bradford.gov.uk/opendata/payments/marchpaymentsdata2014v01.csv
2014-04,27299647.63,https://datahub.bradford.gov.uk/opendata/payments/aprilpaymentsdata2014v01.csv
2014-05,32443751.19,https://datahub.bradford.gov.uk/opendata/payments/maypaymentsdata2014.csv
2014-06,37839443.36,https://datahub.bradford.gov.uk/opendata/payments/junepaymentsdata2014v01.csv
2014-07,38996906.68,https://datahub.bradford.gov.uk/opendata/payments/julypaymentsdata2014v01.csv
2014-08,32993562.11,https://datahub.bradford.gov.uk/opendata/payments/augustpaymentsdata2014v01.csv
2014-09,43766019.99,https://datahub.bradford.gov.uk/opendata/payments/septemberpaymentsdata2014v01.csv
2014-10,40359241.34,https://datahub.bradford.gov.uk/opendata/payments/octoberpaymentsdata2014v02.csv
2014-11,35282657.53,https://datahub.bradford.gov.uk/opendata/payments/novemberpaymentsdata2014v01.csv
2014-12,47896570.87,https://datahub.bradford.gov.uk/opendata/payments/decemberpaymentsdata2014v01.csv
2015-01,33770569.64,https://datahub.bradford.gov.uk/opendata/payments/januarypaymentsdata2015v01.csv
2015-02,30557669.35,https://datahub.bradford.gov.uk/opendata/payments/februarypaymentsdata2015v01.csv
2015-03,42281637.02,https://datahub.bradford.gov.uk/opendata/payments/marchpaymentsdata2015v01.csv
2015-04,42850284.07,https://datahub.bradford.gov.uk/opendata/payments/paymentsdataapril2015v01.csv
2015-05,38021998.32,https://datahub.bradford.gov.uk/opendata/payments/paymentsdatamay2015v01.csv
2015-06,34314551.85,https://datahub.bradford.gov.uk/opendata/payments/paymentsdatajune2015v01.csv
2015-07,39414024.82,https://datahub.bradford.gov.uk/opendata/payments/paymentsdatajuly2015v01.csv
2015-08,35974266.13,https://datahub.bradford.gov.uk/opendata/payments/paymentsdataaugust2015v01.csv
2015-09,32697577.83,https://datahub.bradford.gov.uk/opendata/payments/paymentsdataseptember2015v01.csv
2015-10,36033767.54,https://datahub.bradford.gov.uk/opendata/payments/paymentsdataoctober2015v01.csv
2015-11,32754064.49,https://datahub.bradford.gov.uk/opendata/payments/paymentsdatanovember2015v01.csv
2015-12,41830307.40,https://datahub.bradford.gov.uk/opendata/payments/paymentsdatadecember2015v01.csv
2016-01,32958415.67,https://datahub.bradford.gov.uk/opendata/payments/payments-data-january-2016-v10.csv
2016-02,27731321.15,https://datahub.bradford.gov.uk/opendata/payments/payments-data-february-2016-v01.csv
2016-03,33119881.34,https://datahub.bradford.gov.uk/opendata/payments/payments-data-march-2016-v01.csv
2016-04,39892739.48,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201604-april-v01.csv
2016-05,32502835.16,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201604-april-v01.csv https://datahub.bradford.gov.uk/opendata/payments/payments-data-201605-may-v01.csv
2016-06,31525880.85,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201606-June%2B20v01.csv
2016-07,34135952.17,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201607-July%2B20v01.csv
2016-08,36024067.98,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201608-August%2B20v01.csv
2016-09,38922873.27,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201609-September%2B20v01.csv
2016-10,34895806.37,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201610-October%2B20v01.csv
2016-11,38689689.98,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201611-November%2B20v01.csv
2016-12,38968446.50,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201612-December%2B20v01.csv
2017-01,37558983.16,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201701-january-v01.csv
2017-02,33191867.16,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201702-february-v01.csv
2017-03,41148297.09,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201703-march-v01.csv
2017-04,39401629.00,https://datahub.bradford.gov.uk/opendata/payments/apr-2017-csv.csv
2017-05,35554097.88,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201705.csv
2017-06,39609723.76,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201706.csv
2017-07,37535259.70,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201707.csv
2017-08,40254415.86,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201708-csv.csv
2017-09,32978348.06,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201709-csv.csv
2017-10,39622233.85,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201710-csv.csv
2017-11,37218893.93,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201711-csv.csv
2017-12,5221025.75,https://datahub.bradford.gov.uk/opendata/payments/payments-data-201711-csv.csv
